date,session,number,bill,question,result,description,yeatotal,naytotal,rollcall,passed,votestotal,yea_pct,close,lopsided,.rollcall_id,pct_yea_D,pct_yea_R,partyline
2005-09-13,1,226,H.R. 2862,On the Amendment S.Amdt. 1661,Rejected,Motion To Waive CBA RE: Biden Amdt. No. 1661; To provide emergency funding for victims of Hurricane Katrina.,41,56,1-226,FALSE,97,0.422680412371134,FALSE,FALSE,194,0.9285714285714286,0.018518518518518517,Democratic
2005-09-14,1,227,H.R. 2862,On the Motion S.Amdt. 1687,Rejected,"Motion To Waive CBA Stabenow Amdt. No. 1687, As Modified; To provide funding for interoperable communications equipment grants.",40,58,1-227,FALSE,98,0.40816326530612246,FALSE,FALSE,195,0.9069767441860465,0,Democratic
2005-09-14,1,228,H.R. 2862,On the Motion S.Amdt. 1670,Rejected,"Motion To Suspend Paragraph 4, Rule XVI RE: Dorgan Amdt. No. 1670; To establish a special committee of the Senate to investigate the awarding and carrying out of contracts to conduct activities in Afghanistan and Iraq and to fight the war on terrorism.",44,53,1-228,FALSE,97,0.4536082474226804,FALSE,FALSE,196,1,0,Democratic
2005-09-14,1,229,H.R. 2862,On the Motion S.Amdt. 1660,Rejected,"Motion To Suspend Paragraph 4, Rule XVI RE: Clinton Amdt. NO. 1660; To establish a congressional commission to examine the Federal, State, and local response to the devastation wrought by Hurricane Katrina in the Gulf Region of the United States especially in the States of Louisiana, Mississippi, Alabama, and other areas impacted in the aftermath and make immediate corrective measures to improve such responses in the future.",44,54,1-229,FALSE,98,0.4489795918367347,FALSE,FALSE,197,1,0,Democratic
2005-09-14,1,230,H.R. 2862,On the Motion S.Amdt. 1648,Agreed to,"Motion To Table Coburn Amdt. No. 1648; To eliminate the funding for the Advanced Technology Program and increase the funding available for the National Oceanic and Atmospheric Administration, community oriented policing service, and State and local law enforcement assistance.",68,29,1-230,FALSE,97,0.7010309278350515,TRUE,FALSE,198,0.9069767441860465,0.5283018867924528,NA
2005-09-15,1,232,H.R. 2862,On the Amendment S.Amdt. 1665,Rejected,Dorgan Amdt. No. 1665; To prohibit weakening any law that provides safeguards from unfair foreign trade practices.,39,60,1-232,FALSE,99,0.3939393939393939,FALSE,FALSE,199,0.7209302325581395,0.14545454545454545,NA
2005-09-15,1,234,H.R. 2862,On the Motion S.Amdt. 1678,Rejected,"Motion To Suspend Paragraph 4, Rule XVI RE: Lieberman Amdt. No. 1678; To provide financial relief for individuals and entities affected by Hurricane Katrina.",43,52,1-234,FALSE,95,0.45263157894736844,FALSE,FALSE,200,0.9761904761904762,0.019230769230769232,Democratic
2005-09-15,1,235,H.R. 2862,On Passage of the Bill,Passed,"H.R. 2862; Science, State, Justice, Commerce, and Related Agencies Appropriations Act, 2006",91,4,1-235,TRUE,95,0.9578947368421052,TRUE,FALSE,201,1,0.9230769230769231,NA
2005-09-20,1,236,H.R. 2744,On the Amendment S.Amdt. 1732,Agreed to,Nelson (NE) Amdt. No. 1732; To prohibit the use of funds for developing a final rule with respect to the importation of beef from Japan.,72,26,1-236,FALSE,98,0.7346938775510204,TRUE,FALSE,202,0.9523809523809523,0.5636363636363636,NA
2005-09-20,1,237,H.R. 2744,On the Amendment S.Amdt. 1753,Agreed to,"Ensign Amdt. No. 1753, As Modified; To prohibit the use of appropriated funds to pay the salaries or expenses of personnel to inspect horses under certain authority or guidelines.",69,28,1-237,FALSE,97,0.711340206185567,TRUE,FALSE,203,0.8048780487804879,0.6363636363636364,NA
2005-09-21,1,238,H.R. 2744,On the Amendment S.Amdt. 1775,Agreed to,"Coburn Amdt. No. 1775; To require that any limitation, directive, or earmarking contained in either the House of Representatives or Senate report accompanying this bill be included in the conference report or joint statement accompanying the bill in order to be considered as having been approved by both House of Congress.",55,39,1-238,FALSE,94,0.5851063829787234,FALSE,FALSE,204,0.575,0.6037735849056604,NA
2005-09-21,1,239,H.R. 2744,On the Amendment S.Amdt. 1797,Agreed to,"Bingaman Amdt. No. 1797; To increase funds to implement and administer Team Nutrition programs, with an offset.",66,29,1-239,FALSE,95,0.6947368421052632,TRUE,FALSE,205,1,0.46296296296296297,NA
2005-09-22,1,240,H.R. 2744,On the Amendment S.Amdt. 1844,Rejected,"Dayton Amdt. No. 1844, As Modified; To condition the use of funds for carrying out a provision relating to prevented planting payments, with an offset.",47,52,1-240,FALSE,99,0.47474747474747475,FALSE,FALSE,206,1,0.05454545454545454,Democratic
2005-09-22,1,241,H.R. 2744,On Passage of the Bill,Passed,"H.R. 2744, As Amended; Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2006",97,2,1-241,TRUE,99,0.9797979797979798,TRUE,TRUE,207,1,0.9636363636363636,NA
2005-09-22,1,242,H.R. 2528,On the Amendment S.Amdt. 1852,Rejected,"Akaka Amdt. No. 1852; To provide an additional $10,000,000 for the Readjustment Counseling Service, with a corresponding offset from the HealtheVet account.",48,50,1-242,FALSE,98,0.4897959183673469,FALSE,FALSE,208,1,0.07407407407407407,Democratic
2005-09-29,1,245,PN801,On the Nomination,Confirmed,"Confirmation John G. Roberts, Jr., of Maryland, to be Chief Justice of the United States",78,22,1-245,TRUE,100,0.78,TRUE,FALSE,209,0.5,1,NA
2005-09-30,1,246,H.J.Res. 68,On the Amendment S.Amdt. 1921,Rejected,Harking Amdt. No. 1921; To continue funding for the Community Services Block Grant at no less than last year's level.,39,53,1-246,FALSE,92,0.42391304347826086,FALSE,FALSE,210,1,0,Democratic
2005-10-05,1,247,H.R. 2863,Whether the Amendment is Germane S.Amdt. 1955,Held Nongermane,"Is the Amendment No. 1955, as modified, germane to H.R.2863?; To authorize appropriations for fiscal year 2006 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe personnel strengths for such fiscal year for the Armed Forces, and for other purposes.",49,50,1-247,FALSE,99,0.494949494949495,FALSE,FALSE,211,0.7209302325581395,0.3090909090909091,NA
2005-10-05,1,248,H.R. 2863,On the Motion S.Amdt. 1933,Rejected,"Motion to Waive C.B.A. re: Bayh Amdt. No. 1933; To increase by $360,800,000 amounts appropriated by title IX for Other Procurement, Army, for the procurement of armored Tactical Wheeled Vehicles for units deployed in Iraq and Afghanistan, and to increase by $5,000,000 amounts appropriated by title IX for Research, Development, Test and Evaluation, Defense-Wide, for industrial preparedness for the implementation of a ballistics engineering research center.",56,43,1-248,FALSE,99,0.5656565656565656,FALSE,FALSE,212,0.9767441860465116,0.23636363636363636,NA
2005-10-05,1,249,H.R. 2863,On the Amendment S.Amdt. 1977,Agreed to,"McCain Amdt. No. 1977; Relating to persons under the detention, custody, or control of the United States Government.",90,9,1-249,FALSE,99,0.9090909090909091,TRUE,FALSE,213,1,0.8214285714285714,NA
2005-10-05,1,250,H.R. 2863,On the Motion S.Amdt. 2033,Rejected,Motion to Waive CBA re: Emergency Designation on Kerry Amdt. No. 2033; To provide for appropriations for the Low-Income Home Energy Assistance Program.,50,49,1-250,FALSE,99,0.5050505050505051,FALSE,FALSE,214,0.9302325581395349,0.16363636363636364,NA
2005-10-05,1,251,H.R. 2863,On the Motion S.Amdt. 1937,Rejected,Motion to Waive CBA Stabenow Amdt. No. 1937; To ensure that future funding for health care for former members of the Armed Forces takes into account changes in population and inflation.,48,51,1-251,FALSE,99,0.48484848484848486,FALSE,FALSE,215,0.9767441860465116,0.09090909090909091,Democratic
2005-10-05,1,252,H.R. 2863,On the Motion,Agreed to,"Motion to Invoke Cloture on H.R. 2863; Department of Defense, Emergency Supplemental Appropriations to Address Hurricanes in the Gulf of Mexico, and Pandemic Influenza Act, 2006",95,4,1-252,FALSE,99,0.9595959595959596,TRUE,FALSE,216,0.9069767441860465,1,NA
2005-10-06,1,253,H.R. 2863,On the Motion to Table S.Amdt. 2005,Agreed to,Motion to Table Coburn Amdt. No. 2005; To curtail waste under the Department of Defense web-based travel system.,65,32,1-253,FALSE,97,0.6701030927835051,TRUE,FALSE,217,0.627906976744186,0.6981132075471698,NA
2005-10-18,1,256,H.R. 3058,On the Amendment S.Amdt. 2062,Agreed to,Kyl Amdt. No. 2062; To provide that Members of Congress shall not receive a cost-of-living adjustment in pay during fiscal year 2006.,92,6,1-256,FALSE,98,0.9387755102040817,TRUE,FALSE,218,0.9302325581395349,0.9629629629629629,NA
2005-10-19,1,257,H.R. 3058,On the Motion S.Amdt. 2063,Rejected,Motion to Waive CBA Kenedy Amdt. No. 2063 As Modified Further; To provide for an increase in the Federal minimum wage.,47,51,1-257,FALSE,98,0.47959183673469385,FALSE,FALSE,219,1,0.07272727272727272,Democratic
2005-10-19,1,258,H.R. 3058,On the Motion S.Amdt. 2115,Rejected,"Motion to Waive CBA Enzi Amdt. No. 2115; To promote job creation, and small business preservation in the adjustment of the Federal minimum wage.",42,57,1-258,FALSE,99,0.42424242424242425,FALSE,FALSE,220,0,0.7636363636363637,NA
2005-10-19,1,259,H.R. 3058,On the Motion S.Amdt. 2078,Rejected,"Motion to Suspend Rule XVI, Paragraph 4 Re: Dorgan Amdt. No. 2078; To establish a special committee of the Senate on war and reconstruction contracting.",44,54,1-259,FALSE,98,0.4489795918367347,FALSE,FALSE,221,1,0,Democratic
2005-10-20,1,260,H.R. 3058,On the Motion to Table S.Amdt. 2093,Agreed to,"Motion To Table Coburn Amdt. No. 2093 As Modified; To prohibit any funds under the Act from being used for a parking facility as part of the Joslyn Art Museum Master Plan, in Omaha, Nebraska.",86,13,1-260,FALSE,99,0.8686868686868687,TRUE,FALSE,222,0.9767441860465116,0.7818181818181819,NA
2005-10-20,1,261,H.R. 3058,On the Motion S.Amdt. 2077,Rejected,"Motion To Waive CBA Re: Reed Amdt. No. 2077 ""Emergency Designation""; To provide for appropriations for the Low-Income Home Energy Assistance Program.",53,46,1-261,FALSE,99,0.5353535353535354,FALSE,FALSE,223,0.9534883720930233,0.2,NA
2005-10-20,1,262,H.R. 3058,On the Amendment S.Amdt. 2165,Rejected,"Coburn Amdt. No. 2165, As Modified; To make a perfecting amendment.",15,82,1-262,FALSE,97,0.15463917525773196,TRUE,FALSE,224,0.09523809523809523,0.2037037037037037,NA
2005-10-20,1,263,H.R. 3058,On the Amendment S.Amdt. 2181,Rejected,Stevens Amdt. No. 2181; To ensure reconstruction of the Twin Spans Bridge.,33,61,1-263,FALSE,94,0.35106382978723405,FALSE,FALSE,225,0.07317073170731707,0.5769230769230769,NA
2005-10-20,1,264,H.R. 3058,On Passage of the Bill,Passed,"H.R. 3058, as amended; Transportation, Treasury, Housing and Urban Development, the Judiciary, the District of Columbia, and Independent Agencies Appropriations Act, 2006",93,1,1-264,TRUE,94,0.9893617021276596,TRUE,TRUE,226,0.975,1,NA
2005-10-25,1,268,H.R. 3010,On the Motion S.Amdt. 2213,Rejected,"Motion to Waive CBA Re: Kennedy Amdt. No. 2213; To increase the maximum Federal Pell Grant award by $200 to $4,250.",48,51,1-268,FALSE,99,0.48484848484848486,FALSE,FALSE,227,0.9534883720930233,0.10909090909090909,NA
2005-10-26,1,269,H.R. 3010,On the Motion S.Amdt. 2275,Rejected,Motion to Waive CBA Re: Byrd Amdt. No. 2275; To provide additional funding for title I of the Elementary and Secondary Education Act of 1965.,44,51,1-269,FALSE,95,0.4631578947368421,FALSE,FALSE,228,0.975609756097561,0.05660377358490566,Democratic
2005-10-26,1,270,H.R. 3010,On the Motion S.Amdt. 2194,Rejected,"Motion to Waive CBA Reed Amdt. No. 2194, As Further Modified; To provide for appropriations for the Low-Income Home Energy Assistance Program.",54,43,1-270,FALSE,97,0.5567010309278351,FALSE,FALSE,229,0.9534883720930233,0.22641509433962265,NA
2005-10-26,1,271,H.R. 3010,On the Amendment S.Amdt. 2253,Rejected,"Gregg Amdt. No. 2253, As Modified; To increase appropriations for the Low-Income Home Energy Assistance Program by $1,276,000,000, with an across-the-board reduction.",46,53,1-271,FALSE,99,0.46464646464646464,FALSE,FALSE,230,0,0.8363636363636363,NA
2005-10-26,1,272,H.R. 3010,On the Motion S.Amdt. 2254,Rejected,Motion to Waive CBA Re: Dodd Amdt. No. 2254; To increase appropriations for Head Start programs.,47,52,1-272,FALSE,99,0.47474747474747475,FALSE,FALSE,231,0.9534883720930233,0.09090909090909091,Democratic
2005-10-26,1,273,H.R. 3010,On the Motion S.Amdt. 2292,Rejected,Motion to Waive CBA Re: Clinton Amdt. No. 2292; To provide additional funding for part B of the Individuals with Disabilities Education Act.,46,53,1-273,FALSE,99,0.46464646464646464,FALSE,FALSE,232,0.9534883720930233,0.07272727272727272,Democratic
2005-10-26,1,274,H.R. 3010,On the Amendment S.Amdt. 2232,Rejected,Coburn Amdt. No. 2232; To increase funding for the AIDS drug assistance program.,14,85,1-274,FALSE,99,0.1414141414141414,TRUE,FALSE,233,0.09302325581395349,0.18181818181818182,NA
2005-10-27,1,278,H.R. 3010,On the Motion S.Amdt. 2259,Rejected,Motion to Waive CBA Re: Smith Amdt. No. 2259; To provide funding for the AIDS Drug Assistance Program within the Health Resources and Services Administration.,46,50,1-278,FALSE,96,0.4791666666666667,FALSE,FALSE,234,0.9512195121951219,0.1111111111111111,NA
2005-10-27,1,279,H.R. 3010,On the Motion S.Amdt. 2287,Rejected,"Motion to Waive CBA Re: Boxer Amdt. No. 2287, As Modified; To increase appropriations for after-school programs through 21st century community learning centers.",41,56,1-279,FALSE,97,0.422680412371134,FALSE,FALSE,235,0.975609756097561,0,Democratic
2005-10-27,1,280,H.R. 3010,On the Amendment S.Amdt. 2300,Rejected,"Ensign Amdt. No. 2300; To prohibit funding for the support, development, or distribution of the Department of Education's e-Language Learning System (ELLS).",41,56,1-280,FALSE,97,0.422680412371134,FALSE,FALSE,236,0.14634146341463414,0.6363636363636364,NA
2005-10-27,1,281,H.R. 3010,On Passage of the Bill,Passed,"H.R. 3010, As Amended; Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 2006",94,3,1-281,TRUE,97,0.9690721649484536,TRUE,FALSE,237,0.975609756097561,0.9636363636363636,NA
2005-11-03,1,282,H.R. 2744,On the Conference Report,Agreed to,"H.R. 2744 Conference Report; Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2006",81,18,1-282,FALSE,99,0.8181818181818182,TRUE,FALSE,238,0.813953488372093,0.8181818181818182,NA
2005-11-03,1,283,S. 1932,On the Motion S.Amdt. 2351,Rejected,Motion to Waive CBA Re: Conrad Amdt. No. 2351; To fully reinstate the pay-as-you-go requirement through 2010.,50,49,1-283,FALSE,99,0.5050505050505051,FALSE,FALSE,239,1,0.10909090909090909,NA
2005-11-03,1,284,S. 1932,On the Motion S.Amdt. 2404,Rejected,"Motion To Waive CBA Re: Ensign Amdt. No. 2404; To provide assistance for elementary and secondary schools and students, and institutions of higher education, affected by Hurricane Katrina.",31,68,1-284,FALSE,99,0.31313131313131315,TRUE,FALSE,240,0,0.5636363636363636,NA
2005-11-03,1,285,S. 1932,On the Motion S.Amdt. 2356,Rejected,Motion To Waive CBA Re: Lincoln Amdt. No. 2356; To provide emergency health care and other relief for survivors of Hurricane Katrina.,48,51,1-285,FALSE,99,0.48484848484848486,FALSE,FALSE,241,1,0.07272727272727272,Democratic
2005-11-03,1,286,S. 1932,On the Motion S.Amdt. 2355,Rejected,"Motion To Waive CBA Re: Inhofe Amdt. No. 2355; To cap non-defense, non-trust-fund, discretionary spending at the previous fiscal year's level, beginning with fiscal year 2007.",32,67,1-286,FALSE,99,0.32323232323232326,TRUE,FALSE,242,0,0.5818181818181818,NA
2005-11-03,1,287,S. 1932,On the Amendment S.Amdt. 2357,Rejected,Nelson Amdt. No. 2357; To hold Medicare beneficiaries harmless for the increase in the 2007 Medicare monthly part B premium that would otherwise occur because of the 2006 increase in payments under the physician fee schedule.,49,50,1-287,FALSE,99,0.494949494949495,FALSE,FALSE,243,1,0.09090909090909091,Democratic
2005-11-03,1,288,S. 1932,On the Amendment S.Amdt. 2358,Rejected,Cantwell Amdt. No. 2358; To strike the title relating to the establishment of an oil and gas leasing program in the Coastal Plain.,48,51,1-288,FALSE,99,0.48484848484848486,FALSE,FALSE,244,0.9302325581395349,0.125,NA
2005-11-03,1,289,S. 1932,On the Amendment S.Amdt. 2362,Agreed to,Wyden Amdt. No. 2362; To enhance the energy security of the United States by prohibiting the exportation of oil and gas produced under leases in the Arctic National Wildlife Refuge.,83,16,1-289,FALSE,99,0.8383838383838383,TRUE,FALSE,245,0.9767441860465116,0.7272727272727273,NA
2005-11-03,1,290,S. 1932,On the Motion S.Amdt. 2359,Rejected,"Motion To Waive CBA Re: Grassley Amdt. No. 2359; To clarify certain payment limitations applicable to certain payments under title I of the Farm Security and Rural Investment Act of 2002 and section 1101 of the Agricultural Reconciliation Act of 2005 and to partially restore funding to programs reduced by section 1101, 1201, and 1202 of the Agricultural Reconciliation Act of 2005.",46,53,1-290,FALSE,99,0.46464646464646464,FALSE,FALSE,246,0.627906976744186,0.34545454545454546,NA
2005-11-03,1,291,S. 1932,On the Amendment S.Amdt. 2365,Agreed to,"Bingaman Amdt. No. 2365, As Modified; To prevent a severe reduction in the Federal medical assistance percentage determined for a State for fiscal year 2006 and to extend rebates for prescription drugs to enrollees in Medicaid managed care organizations.",54,45,1-291,FALSE,99,0.5454545454545454,FALSE,FALSE,247,1,0.18181818181818182,NA
2005-11-03,1,292,S. 1932,On the Amendment S.Amdt. 2360,Agreed to,"Lott Amdt. No. 2360; To reauthorize Amtrak, and for other purposes.",93,6,1-292,FALSE,99,0.9393939393939394,TRUE,FALSE,248,1,0.8909090909090909,NA
2005-11-03,1,293,S. 1932,On the Amendment S.Amdt. 2370,Rejected,McCain Amdt. No. 2370; To move forward the date on which the transition to digital television is to occur.,30,69,1-293,FALSE,99,0.30303030303030304,TRUE,FALSE,249,0.46511627906976744,0.16363636363636364,NA
2005-11-03,1,294,S. 1932,On the Motion S.Amdt. 2372,Rejected,Motion to Waive CBA Re: Murray Amdt. No. 2372; To provide a 6-month transition period for coverage of prescription drugs under Medicaid for individuals whose drug coverage is to be moved to the Medicare prescription drug program.,43,56,1-294,FALSE,99,0.43434343434343436,FALSE,FALSE,250,0.9767441860465116,0,Democratic
2005-11-03,1,295,S. 1932,On the Amendment S.Amdt. 2367,Rejected,Byrd Amdt. No. 2367; To replace title VIII of the bill with an amendment to section 214(c) of the Immigration and Nationality Act to impose a fee on employers who hire certain non-immigrants.,14,85,1-295,FALSE,99,0.1414141414141414,TRUE,FALSE,251,0.23255813953488372,0.05454545454545454,NA
2005-11-03,1,296,S. 1932,On the Motion S.Amdt. 2414,Rejected,Motion to Waive CBA Re: Byrd Amdt. No. 2414; To provide for the suspension of the debate limitation on reconciliation legislation that causes a deficit or increases the deficit.,44,55,1-296,FALSE,99,0.4444444444444444,FALSE,FALSE,252,1,0,Democratic
2005-11-03,1,297,S. 1932,On the Motion S.Amdt. 2381,Rejected,Motion To Waive CBA Re: Lautenberg Amdt. No. 2381; To require certification prior to beneficiary enrollment in a prescription drug plan or an MA-PD plan that has a gap in the coverage of prescription drugs under part D of title XVIII of the Social Security Act.,43,56,1-297,FALSE,99,0.43434343434343436,FALSE,FALSE,253,1,0,Democratic
2005-11-03,1,298,S. 1932,On the Amendment S.Amdt. 2400,Rejected,Cantwell Amdt. No. 2400; To ensure the payment to the Treasury of the United States of 50 percent of revenues from oil and gas leasing and production on the Coastal Plain.,48,51,1-298,FALSE,99,0.48484848484848486,FALSE,FALSE,254,0.9534883720930233,0.10909090909090909,NA
2005-11-03,1,299,S. 1932,On the Amendment S.Amdt. 2348,Rejected,Schumer Amdt. No. 2348; To strike the provisions increasing the Medicaid rebate for generic drugs.,49,50,1-299,FALSE,99,0.494949494949495,FALSE,FALSE,255,1,0.09090909090909091,Democratic
2005-11-03,1,300,S. 1932,On the Amendment S.Amdt. 2409,Rejected,Reed Amdt. No. 2409; To strike provisions relating to reforms of targeted case management.,46,52,1-300,FALSE,98,0.46938775510204084,FALSE,FALSE,256,1,0.037037037037037035,Democratic
2005-11-03,1,301,S. 1932,On the Amendment S.Amdt. 2396,Rejected,Reed Amdt. No. 2396; To strike subtitle C of title II relating to FHA asset disposition.,48,51,1-301,FALSE,99,0.48484848484848486,FALSE,FALSE,257,1,0.07272727272727272,Democratic
2005-11-03,1,302,S. 1932,On the Motion S.Amdt. 2371,Rejected,Motion To Waive CBA Re: Snowe Amdt. No. 2371; To amend title XVIII of the Social Security Act to provide the authority for negotiating fair prices for medicare prescription drugs.,51,48,1-302,FALSE,99,0.5151515151515151,FALSE,FALSE,258,0.9534883720930233,0.16363636363636364,NA
2005-11-03,1,303,S. 1932,On Passage of the Bill,Passed,S. 1932 As Amended; Deficit Reduction Act of 2005,52,47,1-303,TRUE,99,0.5252525252525253,FALSE,FALSE,259,0.046511627906976744,0.9107142857142857,Republican
2005-11-07,1,304,S. 1042,On the Amendment S.Amdt. 2423,Rejected,"Allard Amdt. No. 2423; To authorize a program to provide health, medical, and life insurance benefits to workers at the Rocky Flats Environmental Technology Site, Colorado, who would otherwise fail to qualify for such benefits because of an early physical completion date.",38,53,1-304,FALSE,91,0.4175824175824176,FALSE,FALSE,260,0.6486486486486487,0.24528301886792453,NA
2005-11-08,1,305,S. 1042,On the Amendment S.Amdt. 2439,Agreed to,Inhofe Amdt. No. 2439; Relating to the American Forces Network.,55,43,1-305,FALSE,98,0.5612244897959183,FALSE,FALSE,261,0.023255813953488372,1,Republican
2005-11-08,1,306,S. 1042,On the Amendment S.Amdt. 2438,Rejected,Harkin Amdt. No. 2438; Relating to the American Forces Network.,44,54,1-306,FALSE,98,0.4489795918367347,FALSE,FALSE,262,1,0,Democratic
2005-11-08,1,307,S. 1042,On the Amendment S.Amdt. 2424,Agreed to,Nelson (FL) Amdt. No. 2424; To repeal the requirement for the reduction of certain Survivor Benefit Plan annuities by the amount of dependency and indemnity compensation and to modify the effective date for paid-up coverage under the Survivor Benefit Plan.,92,6,1-307,FALSE,98,0.9387755102040817,TRUE,FALSE,263,1,0.8888888888888888,NA
2005-11-08,1,308,S. 1042,On the Amendment S.Amdt. 2436,Rejected,"Snowe Amdt. No. 2436 As Modified; To require the Secretary of Defense, subject to a national security exception, to offer to transfer to local redevelopment authorities for no consideration real property and personal property located at military installations that are closed or realigned as part of the 2005 round of defense base closure and realignment, and to clarify that the requirement does not affect certain property interests.",36,62,1-308,FALSE,98,0.3673469387755102,FALSE,FALSE,264,0.4883720930232558,0.25925925925925924,NA
2005-11-08,1,309,S. 1042,On the Amendment S.Amdt. 2430,Rejected,"Levin Amdt. No. 2430; To establish a national commission on policies and practices on the treatment of detainees since September 11, 2001.",43,55,1-309,FALSE,98,0.4387755102040816,FALSE,FALSE,265,0.9767441860465116,0,Democratic
2005-11-08,1,311,S. 1042,On the Amendment S.Amdt. 2427,Rejected,"Levin Amdt. No. 2427; To make available, with an offset, an additional $50,000,000 for Operation and Maintenance for Cooperative Threat Reduction.",37,60,1-311,FALSE,97,0.38144329896907214,FALSE,FALSE,266,0.8095238095238095,0.037037037037037035,NA
2005-11-09,1,313,S. 1042,On the Amendment S.Amdt. 2443,Agreed to,"Ensign Amdt. No. 2443; To restate United States policy on the use of riot control agents by members of the Armed Forces, and for other purposes.",98,1,1-313,FALSE,99,0.98989898989899,TRUE,TRUE,267,0.9767441860465116,1,NA
2005-11-09,1,315,S. 1042,On the Amendment S.Amdt. 2473,Rejected,"Durbin Amdt. No. 2473, as modified; To provide for eligibility for retired pay for non-regular service.",40,59,1-315,FALSE,99,0.40404040404040403,FALSE,FALSE,268,0.9069767441860465,0,Democratic
2005-11-10,1,316,S. 1042,On the Amendment S.Amdt. 2476,Rejected,Dorgan Amdt. No. 2476; To establish a special committee of the Senate to investigate the awarding and carrying out of contracts to conduct activities in Afghanistan and Iraq and to fight the war on terrorism.,44,53,1-316,FALSE,97,0.4536082474226804,FALSE,FALSE,269,1,0.018518518518518517,Democratic
2005-11-10,1,317,S. 1042,On the Amendment S.Amdt. 2477,Agreed to,Talent Amdt. No. 2477; To modify the multiyear procurement authority for C-17 aircraft.,89,8,1-317,FALSE,97,0.9175257731958762,TRUE,FALSE,270,0.9523809523809523,0.8888888888888888,NA
2005-11-10,1,318,S. 1042,On the Amendment S.Amdt. 2507,Agreed to,Kerry Amdt. No. 2507 As Amended; To require reports on clandestine facilities for the detention of individuals captured in the global war on terrorism.,82,9,1-318,FALSE,91,0.9010989010989011,TRUE,FALSE,271,1,0.8125,NA
2005-11-10,1,319,S. 1042,On the Amendment S.Amdt. 2516,Agreed to,Graham Amdt. No. 2516; Relating to the review of the status of detainees of the United States Government.,49,42,1-319,FALSE,91,0.5384615384615384,FALSE,FALSE,272,0.11904761904761904,0.9166666666666666,NA
2005-11-14,1,321,H.R. 2419,On the Conference Report,Agreed to,"H.R. 2419 Conference Report; Energy and Water Development Appropriations Act, 2006",84,4,1-321,FALSE,88,0.9545454545454546,TRUE,FALSE,273,0.9459459459459459,0.96,NA
2005-11-15,1,322,S. 1042,On the Amendment S.Amdt. 2519,Rejected,Levin Amdt. No. 2519; To clarify and recommend changes to the policy of the United States on Iraq and to require reports on certain matters relating to Iraq.,40,58,1-322,FALSE,98,0.40816326530612246,FALSE,FALSE,274,0.8837209302325582,0.018518518518518517,NA
2005-11-15,1,323,S. 1042,On the Amendment S.Amdt. 2518,Agreed to,Warner Amdt. No. 2518; To clarify and recommend changes to the policy of the United States on Iraq and to require reports on certain matters relating to Iraq.,79,19,1-323,FALSE,98,0.8061224489795918,TRUE,FALSE,275,0.8604651162790697,0.7592592592592593,NA
2005-11-15,1,324,S. 1042,On the Amendment S.Amdt. 2523,Rejected,Bingaman Amdt. No. 2523; To provide for judicial review of detention of enemy combatants.,44,54,1-324,FALSE,98,0.4489795918367347,FALSE,FALSE,276,0.9069767441860465,0.07407407407407407,Democratic
2005-11-15,1,325,S. 1042,On the Amendment S.Amdt. 2524,Agreed to,Graham Amdt. No. 2524; In the nature of a substitute.,84,14,1-325,FALSE,98,0.8571428571428571,TRUE,FALSE,277,0.6976744186046512,0.9814814814814815,NA
2005-11-16,1,327,S. 1783,On the Amendment S.Amdt. 2583,Agreed to,Akaka Amdt. No. 2583; To compute the actuarial value of monthly benefits in the form of a life annuity commencing at age 60 for certain airline pilots.,58,41,1-327,FALSE,99,0.5858585858585859,FALSE,FALSE,278,0.9534883720930233,0.2909090909090909,NA
2005-11-16,1,328,S. 1783,On Passage of the Bill,Passed,S.1783 as Amended; Pension Security and Transparency Act of 2005,97,2,1-328,TRUE,99,0.9797979797979798,TRUE,TRUE,279,0.9534883720930233,1,NA
2005-11-16,1,329,H.R. 2862,On the Conference Report,Agreed to,"Conference Report to Accompany H.R. 2862; Science, State, Justice, Commerce, and Related Agencies Appropriations Act, 2006",94,5,1-329,FALSE,99,0.9494949494949495,TRUE,FALSE,280,0.9302325581395349,0.9636363636363636,NA
2005-11-17,1,330,S. 2020,On the Motion S.Amdt. 2602,Rejected,"Motion to Waive CBA Re: Conrad Amdt. No. 2602; To amend the Internal Revenue Code of 1986 to provide tax benefits for areas affected by Hurricanes Katrina, Rita, and Wilma and to extend certain expiring provisions, and for other purposes.",44,55,1-330,FALSE,99,0.4444444444444444,FALSE,FALSE,281,0.9534883720930233,0.03636363636363636,Democratic
2005-11-17,1,331,S. 2020,On the Motion S.Amdt. 2587,Rejected,"Motion to Waive CBA Re: Dorgan Amdt. No. 2587; To amend the Internal Revenue Code of 1986 to impose a temporary windfall profit tax on crude oil and to rebate the tax collected back to the American consumer, and for other purposes.",35,64,1-331,FALSE,99,0.35353535353535354,FALSE,FALSE,282,0.7906976744186046,0,NA
